Date,appeal_count,data_type,lower_ci,upper_ci,best_model,model_mae,model_rmse,model_r2,model_mape
2025-10-18,106.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-10-19,84.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-10-20,190.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-10-21,133.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-10-22,149.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-10-23,102.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-10-24,173.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-10-25,103.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-10-26,91.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-10-27,118.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-10-28,126.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-10-29,125.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-10-30,217.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-10-31,210.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-01,131.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-02,112.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-03,219.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-04,223.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-05,257.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-06,186.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-07,172.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-08,149.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-09,203.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-10,221.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-11,195.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-12,169.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-13,222.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-14,138.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-15,125.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-16,87.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-17,210.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-18,190.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-19,168.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-20,180.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-21,258.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-22,110.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-23,130.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-24,180.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-25,196.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-26,152.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-27,160.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-28,105.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-29,108.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-11-30,98.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-01,154.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-02,119.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-03,154.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-04,120.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-05,103.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-06,87.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-07,98.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-08,192.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-09,182.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-10,120.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-11,155.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-12,154.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-13,94.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-14,53.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-15,125.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-16,134.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-17,113.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-18,106.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-19,113.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-20,56.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-21,50.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-22,97.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-23,177.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-24,171.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-25,106.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-26,116.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-27,113.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-28,137.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-29,214.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-30,154.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2025-12-31,171.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-01,98.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-02,113.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-03,74.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-04,59.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-05,137.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-06,195.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-07,149.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-08,334.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-09,194.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-10,134.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-11,100.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-12,238.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-13,188.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-14,265.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-15,251.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-16,406.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-17,274.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-18,323.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-19,309.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-20,354.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-21,243.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-22,226.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-23,282.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-24,190.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-25,219.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-26,333.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-27,333.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-28,318.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-29,203.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-30,222.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-31,181.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-01-31,177.5757622464692,Test Prediction,143.4397622464692,211.7117622464692,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-01,247.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-01,168.74041598199466,Test Prediction,134.60441598199466,202.87641598199465,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-02,288.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-02,280.58994642566654,Test Prediction,246.45394642566654,314.72594642566656,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-03,270.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-03,270.0828575258461,Test Prediction,235.94685752584613,304.21885752584615,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-04,209.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-04,253.51928435623915,Test Prediction,219.38328435623916,287.6552843562392,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-05,343.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-05,212.78312469107198,Test Prediction,178.64712469107198,246.91912469107197,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-06,240.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-06,247.2690655586442,Test Prediction,213.1330655586442,281.4050655586442,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-07,161.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-07,192.0440286239377,Test Prediction,157.9080286239377,226.1800286239377,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-08,172.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-08,162.75228501786583,Test Prediction,128.61628501786583,196.88828501786583,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-09,186.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-09,220.35691670655552,Test Prediction,186.22091670655553,254.49291670655552,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-10,156.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-10,196.19742149512595,Test Prediction,162.06142149512596,230.33342149512595,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-11,161.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-11,183.50908162846298,Test Prediction,149.37308162846298,217.64508162846298,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-12,158.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-12,173.0875987932282,Test Prediction,138.95159879322821,207.2235987932282,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-13,159.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-13,140.00569385591845,Test Prediction,105.86969385591846,174.14169385591845,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-14,130.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-14,97.11287687248125,Test Prediction,62.97687687248125,131.24887687248125,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-15,102.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-15,93.83084120701996,Test Prediction,59.694841207019955,127.96684120701997,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-16,148.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-16,167.63326012882402,Test Prediction,133.49726012882402,201.76926012882402,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-17,240.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-17,143.38818422566354,Test Prediction,109.25218422566354,177.52418422566353,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-18,160.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-18,176.3613017218826,Test Prediction,142.2253017218826,210.4973017218826,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-19,164.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-19,169.75638288523834,Test Prediction,135.62038288523834,203.89238288523833,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-20,95.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-20,146.41760789431967,Test Prediction,112.28160789431968,180.55360789431967,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-21,67.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-21,96.72932923307583,Test Prediction,62.59332923307583,130.86532923307584,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-22,51.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-22,77.14627977603877,Test Prediction,43.010279776038765,111.28227977603876,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-23,124.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-23,140.2520886982254,Test Prediction,106.11608869822541,174.3880886982254,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-24,117.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-24,136.70916533649532,Test Prediction,102.57316533649532,170.8451653364953,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-25,124.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-25,132.6819893439141,Test Prediction,98.5459893439141,166.8179893439141,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-26,134.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-26,121.4751113979751,Test Prediction,87.3391113979751,155.6111113979751,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-27,114.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-27,113.39249941425128,Test Prediction,79.25649941425127,147.52849941425129,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-28,61.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-02-28,86.33179454552999,Test Prediction,52.195794545529985,120.46779454552998,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-01,82.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-01,79.83904173293178,Test Prediction,45.70304173293177,113.97504173293177,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-02,103.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-02,131.44313115360933,Test Prediction,97.30713115360933,165.57913115360932,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-03,81.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-03,128.50087514619605,Test Prediction,94.36487514619606,162.63687514619605,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-04,110.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-04,117.67914046109598,Test Prediction,83.54314046109599,151.81514046109598,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-05,98.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-05,118.79358108051625,Test Prediction,84.65758108051625,152.92958108051624,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-06,89.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-06,115.65326506753755,Test Prediction,81.51726506753755,149.78926506753754,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-07,66.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-07,67.92934286987958,Test Prediction,33.793342869879574,102.06534286987957,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-08,50.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-08,73.00990489513806,Test Prediction,38.87390489513806,107.14590489513807,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-09,137.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-09,127.8659149393601,Test Prediction,93.7299149393601,162.0019149393601,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-10,124.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-10,124.2964581536267,Test Prediction,90.1604581536267,158.4324581536267,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-11,138.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-11,116.65467113873835,Test Prediction,82.51867113873834,150.79067113873836,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-12,125.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-12,125.8679883159603,Test Prediction,91.73198831596031,160.0039883159603,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-13,135.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-13,114.40055979130486,Test Prediction,80.26455979130486,148.53655979130485,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-14,76.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-14,87.91605673151815,Test Prediction,53.78005673151815,122.05205673151815,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-15,70.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-15,81.7543786644307,Test Prediction,47.6183786644307,115.8903786644307,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-16,170.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-16,129.78830562807025,Test Prediction,95.65230562807025,163.92430562807024,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-17,122.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-17,130.37091596231238,Test Prediction,96.23491596231239,164.50691596231238,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-18,105.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-18,139.61817554939176,Test Prediction,105.48217554939177,173.75417554939176,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-19,114.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-19,117.21283936579185,Test Prediction,83.07683936579184,151.34883936579186,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-20,117.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-20,113.56986999846268,Test Prediction,79.43386999846268,147.70586999846267,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-21,60.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-21,84.81643699707566,Test Prediction,50.68043699707565,118.95243699707567,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-22,46.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-22,74.35726382266942,Test Prediction,40.22126382266942,108.49326382266943,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-23,126.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-23,133.03696901812873,Test Prediction,98.90096901812873,167.17296901812873,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-24,174.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-24,122.93961047807886,Test Prediction,88.80361047807887,157.07561047807886,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-25,218.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-25,139.16121017971923,Test Prediction,105.02521017971924,173.29721017971923,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-26,112.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-26,162.60804304063115,Test Prediction,128.47204304063115,196.74404304063114,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-27,147.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-27,151.23788489866428,Test Prediction,117.10188489866428,185.37388489866427,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-28,77.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-28,91.8638164883355,Test Prediction,57.7278164883355,125.99981648833551,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-29,69.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-29,82.43893959324205,Test Prediction,48.30293959324205,116.57493959324205,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-30,136.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-30,139.52959112811982,Test Prediction,105.39359112811982,173.66559112811981,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-31,112.0,Historical,,,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-03-31,137.35598464524753,Test Prediction,103.21998464524754,171.49198464524753,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-04-01,138.0979211214502,Forecast,103.96192112145022,172.2339211214502,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-04-02,127.14681549926702,Forecast,93.01081549926701,161.28281549926703,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-04-03,128.48197563765152,Forecast,94.34597563765152,162.6179756376515,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-04-04,89.76238693140053,Forecast,55.626386931400525,123.89838693140052,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-04-05,88.97656854507103,Forecast,54.84056854507103,123.11256854507104,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-04-06,156.0022489144792,Forecast,121.8662489144792,190.1382489144792,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-04-07,139.4075072359345,Forecast,105.27150723593451,173.5435072359345,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-04-08,140.17175986077487,Forecast,106.03575986077487,174.30775986077487,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-04-09,135.8982485483121,Forecast,101.7622485483121,170.0342485483121,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-04-10,133.37471842540134,Forecast,99.23871842540134,167.51071842540134,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-04-11,91.32382713116283,Forecast,57.18782713116283,125.45982713116283,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-04-12,89.96271640400832,Forecast,55.826716404008316,124.09871640400831,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-04-13,158.43274925441827,Forecast,124.29674925441827,192.56874925441826,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
2026-04-14,142.58842496895613,Forecast,108.45242496895614,176.72442496895613,Ensemble (LR+XGB),23.975,34.136,0.684,19.4
